t_s,Power_W,T_local_C,T_remote_C
707,1,41.1151231430792,35.9551886962625
708,1,41.1298270091129,35.9661824555639
709,1,41.1445131167526,35.9771629373395
710,1,41.1591814874459,35.9881301576242
711,1,41.1738321426143,35.9990841324335
712,1,41.1884651036535,36.0100248777638
713,1,41.2030803919334,36.0209524095918
714,1,41.217678028798,36.0318667438752
715,1,41.2322580355656,36.0427678965525
716,1,41.2468204335287,36.0536558835428
717,1,41.2613652439541,36.064530720746
718,1,41.275892488083,36.0753924240429
719,1,41.2904021871309,36.0862410092952
720,1,41.3048943622875,36.0970764923452
721,1,41.3193690347171,36.1078988890162
722,1,41.3338262255584,36.1187082151127
723,1,41.3482659559247,36.1295044864197
724,1,41.3626882469034,36.1402877187033
725,1,41.3770931195569,36.1510579277107
726,1,41.391480594922,36.16181512917
727,1,41.4058506940098,36.1725593387902
728,1,41.4202034378065,36.1832905722615
729,1,41.4345388472726,36.1940088452552
730,1,41.4488569433435,36.2047141734235
731,1,41.4631577469292,36.2154065723999
732,1,41.4774412789144,36.2260860577988
733,1,41.4917075601588,36.2367526452161
734,1,41.5059566114966,36.2474063502286
735,1,41.5201884537371,36.2580471883943
736,1,41.5344031076643,36.2686751752525
737,1,41.5486005940372,36.2792903263238
738,1,41.5627809335897,36.28989265711
739,1,41.5769441470306,36.3004821830942
740,1,41.5910902550437,36.3110589197407
741,1,41.605219278288,36.3216228824954
742,1,41.6193312373973,36.3321740867852
743,1,41.6334261529806,36.3427125480188
744,1,41.647504045622,36.3532382815858
745,1,41.6615649358807,36.3637513028577
746,1,41.6756088442912,36.3742516271872
747,1,41.689635791363,36.3847392699084
748,1,41.703645797581,36.3952142463371
749,1,41.7176388834052,36.4056765717704
750,1,41.7316150692711,36.4161262614872
751,1,41.7455743755893,36.4265633307475
752,1,41.759516822746,36.4369877947935
753,1,41.7734424311024,36.4473996688484
754,1,41.7873512209955,36.4577989681175
755,1,41.8012432127375,36.4681857077874
756,1,41.8151184266163,36.4785599030265
757,1,41.8289768828949,36.4889215689849
758,1,41.8428186018123,36.4992707207944
759,1,41.8566436035826,36.5096073735685
760,1,41.8704519083959,36.5199315424025
761,1,41.8842435364176,36.5302432423735
762,1,41.898018507789,36.5405424885402
763,1,41.9117768426268,36.5508292959434
764,1,41.9255185610237,36.5611036796056
765,1,41.9392436830478,36.5713656545312
766,1,41.9529522287433,36.5816152357063
767,1,41.9666442181301,36.5918524380992
768,1,41.9803196712036,36.6020772766599
769,1,41.9939786079356,36.6122897663205
770,1,42.0076210482733,36.622489921995
771,1,42.02124701214,36.6326777585794
772,1,42.0348565194351,36.6428532909517
773,1,42.0484495900336,36.6530165339719
774,1,42.0620262437868,36.6631675024823
775,1,42.075586500522,36.6733062113068
776,1,42.0891303800423,36.6834326752519
777,1,42.1026579021272,36.693546909106
778,1,42.1161690865322,36.7036489276395
779,1,42.1296639529888,36.7137387456053
780,1,42.1431425212048,36.7238163777382
781,1,42.1566048108642,36.7338818387554
782,1,42.1700508416273,36.7439351433561
783,1,42.1834806331304,36.7539763062221
784,1,42.1968942049864,36.764005342017
785,1,42.2102915767842,36.7740222653872
786,1,42.2236727680893,36.784027090961
787,1,42.2370377984435,36.7940198333494
788,1,42.2503866873649,36.8040005071453
789,1,42.2637194543482,36.8139691269245
790,1,42.2770361188643,36.8239257072449
791,1,42.2903367003609,36.8338702626467
792,1,42.3036212182619,36.8438028076529
793,1,42.316889691968,36.8537233567686
794,1,42.3301421408563,36.8636319244817
795,1,42.3433785842805,36.8735285252624
796,1,42.3565990415712,36.8834131735635
797,1,42.3698035320352,36.8932858838203
798,1,42.3829920749563,36.9031466704508
799,1,42.396164689595,36.9129955478554
800,1,42.4093213951884,36.9228325304172
801,1,42.4224622109505,36.932657632502
802,1,42.4355871560719,36.9424708684581
803,1,42.4486962497202,36.9522722526166
804,1,42.4617895110399,36.9620617992913
805,1,42.4748669591522,36.9718395227786
806,1,42.4879286131553,36.9816054373578
807,1,42.5009744921243,36.9913595572907
808,1,42.5140046151112,37.0011018968222
809,1,42.5270190011453,37.0108324701798
810,1,42.5400176692325,37.0205512915738
811,1,42.5530006383561,37.0302583751974
812,1,42.5659679274761,37.0399537352267
813,1,42.57891955553,37.0496373858206
814,1,42.5918555414321,37.0593093411209
815,1,42.6047759040741,37.0689696152525
816,1,42.6176806623247,37.078618222323
817,1,42.63056983503,37.0882551764231
818,1,42.6434434410131,37.0978804916264
819,1,42.6563014990746,37.1074941819895
820,1,42.6691440279922,37.1170962615523
821,1,42.6819710465211,37.1266867443373
822,1,42.6947825733937,37.1362656443504
823,1,42.7075786273199,37.1458329755805
824,1,42.7203592269869,37.1553887519994
825,1,42.7331243910594,37.1649329875625
826,1,42.7458741381794,37.1744656962078
827,1,42.7586084869667,37.1839868918568
828,1,42.7713274560183,37.1934965884142
829,1,42.784031063909,37.2029947997677
830,1,42.7967193291909,37.2124815397885
831,1,42.8093922703938,37.2219568223307
832,1,42.8220499060253,37.231420661232
833,1,42.8346922545704,37.2408730703132
834,1,42.8473193344919,37.2503140633785
835,1,42.8599311642302,37.2597436542153
836,1,42.8725277622036,37.2691618565946
837,1,42.885109146808,37.2785686842705
838,1,42.8976753364172,37.2879641509806
839,1,42.9102263493827,37.297348270446
840,1,42.9227622040338,37.306721056371
841,1,42.9352829186779,37.3160825224437
842,1,42.9477885116001,37.3254326823352
843,1,42.9602790010634,37.3347715497005
844,1,42.9727544053088,37.344099138178
845,1,42.9852147425554,37.3534154613895
846,1,42.9976600309999,37.3627205329404
847,1,43.0100902888175,37.3720143664198
848,1,43.0225055341612,37.3812969754003
849,1,43.0349057851621,37.3905683734381
850,1,43.0472910599293,37.3998285740729
851,1,43.0596613765504,37.4090775908283
852,1,43.0720167530906,37.4183154372114
853,1,43.0843572075938,37.4275421267131
854,1,43.0966827580817,37.4367576728079
855,1,43.1089934225546,37.4459620889541
856,1,43.1212892189908,37.4551553885937
857,1,43.133570165347,37.4643375851524
858,1,43.1458362795581,37.4735086920399
859,1,43.1580875795375,37.4826687226495
860,1,43.1703240831768,37.4918176903584
861,1,43.1825458083462,37.5009556085276
862,1,43.1947527728942,37.5100824905021
863,1,43.2069449946476,37.5191983496107
864,1,43.2191224914119,37.528303199166
865,1,43.231285280971,37.5373970524647
866,1,43.2434333810873,37.5464799227873
867,1,43.2555668095018,37.5555518233983
868,1,43.267685583934,37.5646127675463
869,1,43.2797897220821,37.5736627684637
870,1,43.2918792416229,37.582701839367
871,1,43.3039541602117,37.5917299934569
872,1,43.3160144954828,37.6007472439179
873,1,43.3280602650488,37.6097536039187
874,1,43.3400914865013,37.6187490866121
875,1,43.3521081774106,37.627733705135
876,1,43.3641103553258,37.6367074726085
877,1,43.3760980377748,37.6456704021376
878,1,43.3880712422642,37.6546225068119
879,1,43.4000299862795,37.6635637997048
880,1,43.4119742872853,37.6724942938742
881,1,43.4239041627249,37.6814140023619
882,1,43.4358196300206,37.6903229381943
883,1,43.4477207065735,37.6992211143818
884,1,43.459607409764,37.7081085439194
885,1,43.4714797569513,37.716985239786
886,1,43.4833377654735,37.7258512149451
887,1,43.4951814526482,37.7347064823445
888,1,43.5070108357716,37.7435510549163
889,1,43.5188259321192,37.752384945577
890,1,43.5306267589459,37.7612081672276
891,1,43.5424133334852,37.7700207327534
892,1,43.5541856729504,37.7788226550242
893,1,43.5659437945335,37.7876139468941
894,1,43.5776877154061,37.796394621202
895,1,43.5894174527189,37.8051646907711
896,1,43.6011330236017,37.8139241684089
897,1,43.6128344451641,37.8226730669079
898,1,43.6245217344946,37.8314113990447
899,1,43.6361949086612,37.8401391775808
900,1,43.6478539847113,37.8488564152621
901,1,43.6594989796717,37.8575631248192
902,1,43.6711299105488,37.8662593189673
903,1,43.6827467943281,37.8749450104062
904,1,43.6943496479748,37.8836202118204
905,1,43.7059384884338,37.892284935879
906,1,43.7175133326291,37.900939195236
907,1,43.7290741974646,37.90958300253
908,1,43.7406210998238,37.9182163703842
909,1,43.7521540565695,37.9268393114068
910,1,43.7636730845443,37.9354518381905
911,1,43.7751782005707,37.9440539633132
912,1,43.7866694214505,37.9526456993371
913,1,43.7981467639654,37.9612270588096
914,1,43.8096102448769,37.9697980542629
915,1,43.821059880926,37.9783586982139
916,1,43.8324956888338,37.9869090031645
917,1,43.843917685301,37.9954489816015
918,1,43.855325887008,38.0039786459966
919,1,43.8667203106155,38.0124980088064
920,1,43.8781009727637,38.0210070824725
921,1,43.8894678900728,38.0295058794214
922,1,43.900821079143,38.0379944120649
923,1,43.9121605565543,38.0464726927993
924,1,43.9234863388668,38.0549407340063
925,1,43.9347984426206,38.0633985480526
926,1,43.9460968843358,38.0718461472899
927,1,43.9573816805126,38.0802835440548
928,1,43.968652847631,38.0887107506695
929,1,43.9799104021515,38.0971277794408
930,1,43.9911543605144,38.1055346426608
931,1,44.0023847391404,38.113931352607
932,1,44.0136015544302,38.1223179215418
933,1,44.0248048227647,38.1306943617127
934,1,44.0359945605051,38.1390606853528
935,1,44.0471707839927,38.1474169046801
936,1,44.0583335095493,38.155763031898
937,1,44.0694827534767,38.164099079195
938,1,44.0806185320572,38.172425058745
939,1,44.0917408615534,38.1807409827072
940,1,44.1028497582082,38.1890468632261
941,1,44.113945238245,38.1973427124316
942,1,44.1250273178676,38.2056285424388
943,1,44.13609601326,38.2139043653482
944,1,44.1471513405869,38.2221701932459
945,1,44.1581933159934,38.230426038203
946,1,44.1692219556051,38.2386719122765
947,1,44.1802372755282,38.2469078275084
948,1,44.1912392918492,38.2551337959265
949,1,44.2022280206354,38.2633498295438
950,1,44.2132034779348,38.271555940359
951,1,44.2241656797757,38.2797521403562
952,1,44.2351146421672,38.287938441505
953,1,44.2460503810991,38.2961148557607
954,1,44.2569729125418,38.3042813950639
955,1,44.2678822524466,38.3124380713412
956,1,44.2787784167452,38.3205848965043
957,1,44.2896614213505,38.3287218824508
958,1,44.3005312821557,38.3368490410639
959,1,44.3113880150352,38.3449663842124
960,1,44.3222316358441,38.3530739237508
961,1,44.3330621604182,38.3611716715194
962,1,44.3438796045743,38.3692596393439
963,1,44.3546839841102,38.3773378390359
964,1,44.3654753148044,38.3854062823928
965,1,44.3762536124166,38.3934649811977
966,1,44.3870188926872,38.4015139472193
967,1,44.3977711713378,38.4095531922124
968,1,44.4085104640709,38.4175827279174
969,1,44.41923678657,38.4256025660605
970,1,44.4299501544998,38.4336127183539
971,1,44.440650583506,38.4416131964954
972,1,44.4513380892154,38.4496040121689
973,1,44.462012687236,38.4575851770442
974,1,44.4726743931567,38.4655567027767
975,1,44.4833232225479,38.4735186010082
976,1,44.4939591909611,38.481470883366
977,1,44.5045823139288,38.4894135614636
978,1,44.515192606965,38.4973466469003
979,1,44.5257900855649,38.5052701512617
980,1,44.536374765205,38.5131840861192
981,1,44.546946661343,38.52108846303
982,1,44.5575057894179,38.5289832935378
983,1,44.5680521648504,38.5368685891721
984,1,44.5785858030421,38.5447443614485
985,1,44.5891067193763,38.5526106218686
986,1,44.5996149292177,38.5604673819204
987,1,44.6101104479124,38.5683146530777
988,1,44.6205932907879,38.5761524468006
989,1,44.6310634731532,38.5839807745353
990,1,44.641521010299,38.5917996477144
991,1,44.6519659174973,38.5996090777563
992,1,44.6623982100018,38.6074090760659
993,1,44.6728179030477,38.6151996540343
994,1,44.6832250118517,38.6229808230387
995,1,44.6936195516125,38.6307525944427
996,1,44.7040015375099,38.6385149795962
997,1,44.7143709847059,38.6462679898351
998,1,44.7247279083438,38.654011636482
999,1,44.7350723235488,38.6617459308455
1000,1,44.7454042454279,38.6694708842209
1001,1,44.7557236890695,38.6771865078895
1002,1,44.7660306695443,38.6848928131191
1003,1,44.7763252019043,38.692589811164
1004,1,44.7866073011836,38.7002775132649
1005,1,44.7968769823981,38.7079559306486
1006,1,44.8071342605456,38.7156250745288
1007,1,44.8173791506056,38.7232849561054
1008,1,44.8276116675398,38.7309355865648
1009,1,44.8378318262916,38.7385769770799
1010,1,44.8480396417864,38.7462091388102
1011,1,44.8582351289316,38.7538320829015
1012,1,44.8684183026167,38.7614458204863
1013,1,44.878589177713,38.7690503626838
1014,1,44.888747769074,38.7766457205994
1015,1,44.8988940915352,38.7842319053254
1016,1,44.9090281599141,38.7918089279405
1017,1,44.9191499890106,38.7993767995102
1018,1,44.9292595936064,38.8069355310866
1019,1,44.9393569884655,38.8144851337082
1020,1,44.949442188334,38.8220256184006
1021,1,44.9595152079404,38.8295569961757
1022,1,44.969576061995,38.8370792780323
1023,1,44.9796247651907,38.8445924749559
1024,1,44.9896613322026,38.8520965979187
1025,1,44.9996857776879,38.8595916578796
1026,1,45.0096981162862,38.8670776657844
1027,1,45.0196983626195,38.8745546325655
1028,1,45.0296865312921,38.8820225691422
1029,1,45.0396626368905,38.8894814864207
1030,1,45.0496266939838,38.8969313952938
1031,1,45.0595787171235,38.9043723066414
1032,1,45.0695187208432,38.9118042313301
1033,1,45.0794467196594,38.9192271802134
1034,1,45.0893627280708,38.9266411641317
1035,1,45.0992667605587,38.9340461939124
1036,1,45.1091588315867,38.9414422803696
1037,1,45.1190389556012,38.9488294343045
1038,1,45.1289071470311,38.9562076665053
1039,1,45.1387634202877,38.9635769877471
1040,1,45.1486077897651,38.9709374087919
1041,1,45.1584402698398,38.9782889403889
1042,1,45.1682608748712,38.9856315932741
1043,1,45.1780696192012,38.9929653781708
1044,1,45.1878665171543,39.000290305789
1045,1,45.1976515830379,39.0076063868261
1046,1,45.207424831142,39.0149136319664
1047,1,45.2171862757393,39.0222120518813
1048,1,45.2269359310855,39.0295016572293
1049,1,45.2366738114187,39.0367824586562
1050,1,45.24639993096,39.0440544667947
1051,1,45.2561143039136,39.0513176922649
1052,1,45.265816944466,39.0585721456739
1053,1,45.275507866787,39.0658178376159
1054,1,45.285187085029,39.0730547786726
1055,1,45.2948546133276,39.0802829794127
1056,1,45.3045104658011,39.0875024503923
1057,1,45.3141546565509,39.0947132021545
1058,1,45.3237871996611,39.1019152452298
1059,1,45.3334081091991,39.1091085901362
1060,1,45.3430173992152,39.1162932473786
1061,1,45.3526150837426,39.1234692274494
1062,1,45.3622011767979,39.1306365408285
1063,1,45.3717756923803,39.1377951979829
1064,1,45.3813386444725,39.144945209367
1065,1,45.39089004704,39.1520865854226
1066,1,45.4004299140317,39.159219336579
1067,1,45.4099582593795,39.1663434732527
1068,1,45.4194750969985,39.1734590058478
1069,1,45.4289804407871,39.1805659447556
1070,1,45.4384743046266,39.1876643003553
1071,1,45.4479567023819,39.194754083013
1072,1,45.457427647901,39.2018353030826
1073,1,45.4668871550152,39.2089079709056
1074,1,45.476335237539,39.2159720968107
1075,1,45.4857719092703,39.2230276911144
1076,1,45.4951971839904,39.2300747641206
1077,1,45.5046110754639,39.2371133261207
1078,1,45.5140135974386,39.2441433873938
1079,1,45.5234047636461,39.2511649582065
1080,1,45.5327845878009,39.2581780488131
1081,1,45.5421530836014,39.2651826694555
1082,1,45.5515102647292,39.272178830363
1083,1,45.5608561448495,39.2791665417529
1084,1,45.5701907376109,39.2861458138299
1085,1,45.5795140566455,39.2931166567866
1086,1,45.588826115569,39.3000790808029
1087,1,45.5981269279807,39.3070330960469
1088,1,45.6074165074634,39.3139787126741
1089,1,45.6166948675835,39.3209159408278
1090,1,45.625962021891,39.327844790639
1091,1,45.6352179839197,39.3347652722266
1092,1,45.6444627671868,39.3416773956973
1093,1,45.6536963851934,39.3485811711453
1094,1,45.662918851424,39.355476608653
1095,1,45.6721301793472,39.3623637182903
1096,1,45.6813303824151,39.3692425101151
1097,1,45.6905194740635,39.3761129941732
1098,1,45.6996974677121,39.3829751804981
1099,1,45.7088643767644,39.3898290791114
1100,1,45.7180202146077,39.3966747000222
1101,1,45.727164994613,39.4035120532281
1102,1,45.7362987301353,39.4103411487141
1103,1,45.7454214345134,39.4171619964535
1104,1,45.7545331210701,39.4239746064073
1105,1,45.7636338031119,39.4307789885245
1106,1,45.7727234939295,39.4375751527423
1107,1,45.7818022067972,39.4443631089858
1108,1,45.7908699549737,39.4511428671678
1109,1,45.7999267517013,39.4579144371897
1110,1,45.8089726102065,39.4646778289405
1111,1,45.8180075436998,39.4714330522974
1112,1,45.8270315653757,39.4781801171256
1113,1,45.8360446884128,39.4849190332786
1114,1,45.8450469259739,39.4916498105977
1115,1,45.8540382912056,39.4983724589126
1116,1,45.8630187972389,39.5050869880409
1117,1,45.8719884571889,39.5117934077885
1118,1,45.8809472841547,39.5184917279493
1119,1,45.8898952912198,39.5251819583056
1120,1,45.8988324914517,39.5318641086277
1121,1,45.9077588979023,39.538538188674
1122,1,45.9166745236075,39.5452042081915
1123,1,45.9255793815877,39.5518621769151
1124,1,45.9344734848474,39.5585121045679
1125,1,45.9433568463756,39.5651540008616
1126,1,45.9522294791453,39.5717878754959
1127,1,45.9610913961142,39.5784137381588
1128,1,45.969942610224,39.5850315985267
1129,1,45.978783134401,39.5916414662642
1130,1,45.9876129815559,39.5982433510244
1131,1,45.9964321645836,39.6048372624485
1132,1,46.0052406963635,39.6114232101663
1133,1,46.0140385897597,39.6180012037958
1134,1,46.0228258576205,39.6245712529434
1135,1,46.0316025127786,39.631133367204
1136,1,46.0403685680515,39.6376875561609
1137,1,46.049124036241,39.6442338293856
1138,1,46.0578689301336,39.6507721964384
1139,1,46.0666032625001,39.6573026668678
1140,1,46.0753270460962,39.6638252502109
1141,1,46.0840402936619,39.6703399559931
1142,1,46.092743017922,39.6768467937285
1143,1,46.1014352315859,39.6833457729196
1144,1,46.1101169473476,39.6898369030575
1145,1,46.1187881778859,39.6963201936217
1146,1,46.127448935864,39.7027956540804
1147,1,46.1360992339301,39.7092632938903
1148,1,46.144739084717,39.7157231224966
1149,1,46.1533685008423,39.7221751493333
1150,1,46.1619874949083,39.7286193838228
1151,1,46.170596079502,39.7350558353762
1152,1,46.1791942671954,39.7414845133933
1153,1,46.1877820705453,39.7479054272624
1154,1,46.196359502093,39.7543185863606
1155,1,46.2049265743651,39.7607240000536
1156,1,46.2134832998728,39.7671216776958
1157,1,46.2220296911123,39.7735116286303
1158,1,46.2305657605647,39.7798938621889
1159,1,46.2390915206959,39.7862683876923
1160,1,46.2476069839568,39.7926352144496
1161,1,46.2561121627835,39.798994351759
1162,1,46.2646070695968,39.8053458089073
1163,1,46.2730917168025,39.8116895951701
1164,1,46.2815661167916,39.8180257198117
1165,1,46.29003028194,39.8243541920855
1166,1,46.2984842246087,39.8306750212334
1167,1,46.3069279571437,39.8369882164863
1168,1,46.3153614918762,39.8432937870641
1169,1,46.3237848411225,39.8495917421751
1170,1,46.3321980171839,39.8558820910171
1171,1,46.340601032347,39.8621648427762
1172,1,46.3489938988834,39.8684400066278
1173,1,46.3573766290501,39.8747075917361
1174,1,46.365749235089,39.8809676072541
1175,1,46.3741117292274,39.8872200623241
1176,1,46.382464123678,39.8934649660769
1177,1,46.3908064306383,39.8997023276326
1178,1,46.3991386622915,39.9059321561002
1179,1,46.4074608308059,39.9121544605777
1180,1,46.415772948335,39.918369250152
1181,1,46.4240750270179,39.9245765338992
1182,1,46.4323670789787,39.9307763208843
1183,1,46.4406491163272,39.9369686201615
1184,1,46.4489211511584,39.9431534407739
1185,1,46.4571831955526,39.9493307917538
1186,1,46.4654352615756,39.9555006821225
1187,1,46.4736773612788,39.9616631208905
1188,1,46.4819095066988,39.9678181170574
1189,1,46.4901317098577,39.9739656796118
1190,1,46.4983439827632,39.9801058175316
1191,1,46.5065463374084,39.9862385397838
1192,1,46.5147387857719,39.9923638553245
1193,1,46.5229213398179,39.9984817730992
1194,1,46.5310940114962,40.0045923020424
1195,1,46.5392568127421,40.0106954510777
1196,1,46.5474097554763,40.0167912291183
1197,1,46.5555528516055,40.0228796450663
1198,1,46.5636861130216,40.0289607078132
1199,1,46.5718095516026,40.0350344262398
1200,1,46.5799231792116,40.041100809216
1201,1,46.5880270076979,40.047159865601
1202,1,46.5961210488961,40.0532116042436
1203,1,46.6042053146268,40.0592560339816
1204,1,46.612279816696,40.0652931636423
1205,1,46.6203445668958,40.0713230020421
1206,1,46.6283995770039,40.0773455579871
1207,1,46.6364448587836,40.0833608402725
1208,1,46.6444804239843,40.089368857683
1209,1,46.652506284341,40.0953696189926
1210,1,46.6605224515746,40.1013631329648
1211,1,46.6685289373919,40.1073494083525
1212,1,46.6765257534854,40.1133284538979
1213,1,46.6845129115336,40.1193002783329
1214,1,46.6924904232009,40.1252648903785
1215,1,46.7004583001376,40.1312222987455
1216,1,46.7084165539799,40.137172512134
1217,1,46.7163651963499,40.1431155392337
1218,1,46.7243042388558,40.1490513887237
1219,1,46.7322336930917,40.1549800692726
1220,1,46.7401535706376,40.1609015895386
1221,1,46.7480638830598,40.1668159581695
1222,1,46.7559646419103,40.1727231838026
1223,1,46.7638558587273,40.1786232750647
1224,1,46.7717375450352,40.1845162405723
1225,1,46.7796097123441,40.1904020889314
1226,1,46.7874723721507,40.1962808287376
1227,1,46.7953255359374,40.2021524685762
1228,1,46.803169215173,40.208017017022
1229,1,46.8110034213122,40.2138744826397
1230,1,46.818828165796,40.2197248739834
1231,1,46.8266434600517,40.225568199597
1232,1,46.8344493154927,40.2314044680139
1233,1,46.8422457435185,40.2372336877575
1234,1,46.850032755515,40.2430558673406
1235,1,46.8578103628542,40.248871015266
1236,1,46.8655785768945,40.2546791400259
1237,1,46.8733374089805,40.2604802501027
1238,1,46.8810868704432,40.266274353968
1239,1,46.8888269725997,40.2720614600837
1240,1,46.8965577267538,40.2778415769011
1241,1,46.9042791441952,40.2836147128614
1242,1,46.9119912362003,40.2893808763957
1243,1,46.9196940140317,40.2951400759249
1244,1,46.9273874889386,40.3008923198596
1245,1,46.9350716721563,40.3066376166003
1246,1,46.9427465749068,40.3123759745375
1247,1,46.9504122083985,40.3181074020514
1248,1,46.9580685838262,40.323831907512
1249,1,46.9657157123712,40.3295494992795
1250,1,46.9733536052012,40.3352601857037
1251,1,46.9809822734706,40.3409639751244
1252,1,46.9886017283202,40.3466608758715
1253,1,46.9962119808774,40.3523508962646
1254,1,47.0038130422562,40.3580340446134
1255,1,47.011404923557,40.3637103292175
1256,1,47.018987635867,40.3693797583664
1257,1,47.02656119026,40.3750423403399
1258,1,47.0341255977961,40.3806980834074
1259,1,47.0416808695225,40.3863469958285
1260,1,47.0492270164728,40.391989085853
1261,1,47.0567640496673,40.3976243617203
1262,1,47.0642919801131,40.4032528316603
1263,1,47.0718108188037,40.4088745038927
1264,1,47.0793205767198,40.4144893866274
1265,1,47.0868212648284,40.4200974880641
1266,1,47.0943128940836,40.4256988163931
1267,1,47.101795475426,40.4312933797944
1268,1,47.109269019783,40.4368811864382
1269,1,47.1167335380691,40.442462244485
1270,1,47.1241890411853,40.4480365620852
1271,1,47.1316355400196,40.4536041473796
1272,1,47.1390730454467,40.459165008499
1273,1,47.1465015683283,40.4647191535644
1274,1,47.1539211195131,40.4702665906871
1275,1,47.1613317098363,40.4758073279684
1276,1,47.1687333501204,40.4813413735001
1277,1,47.1761260511747,40.4868687353639
1278,1,47.1835098237954,40.4923894216321
1279,1,47.1908846787656,40.4979034403668
1280,1,47.1982506268557,40.5034107996209
1281,1,47.2056076788226,40.5089115074372
1282,1,47.2129558454107,40.5144055718488
1283,1,47.220295137351,40.5198930008792
1284,1,47.2276255653619,40.5253738025422
1285,1,47.2349471401485,40.5308479848421
1286,1,47.2422598724034,40.5363155557731
1287,1,47.2495637728058,40.54177652332
1288,1,47.2568588520225,40.5472308954581
1289,1,47.2641451207069,40.5526786801528
1290,1,47.2714225895,40.5581198853601
1291,1,47.2786912690297,40.5635545190262
1292,1,47.2859511699111,40.5689825890878
1293,1,47.2932023027465,40.574404103472
1294,1,47.3004446781253,40.5798190700963
1295,1,47.3076783066244,40.5852274968688
1296,1,47.3149031988075,40.5906293916878
1297,1,47.3221193652259,40.5960247624421
1298,1,47.329326816418,40.6014136170113
1299,1,47.3365255629094,40.606795963265
1300,1,47.3437156152133,40.6121718090636
1301,1,47.3508969838297,40.617541162258
1302,1,47.3580696792465,40.6229040306895
1303,1,47.3652337119384,40.62826042219
1304,1,47.3723890923679,40.6336103445819
1305,1,47.3795358309844,40.6389538056782
1306,1,47.3866739382251,40.6442908132824
1307,1,47.3938034245145,40.6496213751886
1308,1,47.4009243002642,40.6549454991817
1309,1,47.4080365758736,40.6602631930367
1310,1,47.4151402617295,40.6655744645198
1311,1,47.4222353682058,40.6708793213873
1312,1,47.4293219056644,40.6761777713865
1313,1,47.4363998844543,40.6814698222552
1314,1,47.443469314912,40.6867554817218
1315,1,47.4505302073618,40.6920347575054
1316,1,47.4575825721153,40.697307657316
1317,1,47.4646264194717,40.7025741888539
1318,1,47.4716617597178,40.7078343598103
1319,1,47.4786886031279,40.7130881778672
1320,1,47.485706959964,40.7183356506972
1321,1,47.4927168404756,40.7235767859636
1322,1,47.4997182548998,40.7288115913206
1323,1,47.5067112134616,40.734040074413
1324,1,47.5136957263732,40.7392622428765
1325,1,47.5206718038349,40.7444781043374
1326,1,47.5276394560345,40.7496876664129
1327,1,47.5345986931473,40.7548909367111
1328,1,47.5415495253368,40.7600879228307
1329,1,47.5484919627537,40.7652786323615
1330,1,47.5554260155367,40.7704630728838
1331,1,47.5623516938123,40.7756412519689
1332,1,47.5692690076947,40.780813177179
1333,1,47.5761779672859,40.7859788560672
1334,1,47.5830785826755,40.7911382961774
1335,1,47.5899708639413,40.7962915050443
1336,1,47.5968548211487,40.8014384901937
1337,1,47.6037304643509,40.8065792591422
1338,1,47.610597803589,40.8117138193972
1339,1,47.6174568488921,40.8168421784574
1340,1,47.624307610277,40.821964343812
1341,1,47.6311500977485,40.8270803229414
1342,1,47.6379843212993,40.832190123317
1343,1,47.6448102909101,40.8372937524011
1344,1,47.6516280165495,40.842391217647
1345,1,47.6584375081739,40.8474825264989
1346,1,47.665238775728,40.8525676863921
1347,1,47.6720318291442,40.8576467047531
1348,1,47.678816678343,40.862719588999
1349,1,47.685593333233,40.8677863465384
1350,1,47.6923618037107,40.8728469847707
1351,1,47.6991220996607,40.8779015110863
1352,1,47.7058742309557,40.8829499328669
1353,1,47.7126182074566,40.8879922574852
1354,1,47.719354039012,40.8930284923048
1355,1,47.7260817354589,40.8980586446807
1356,1,47.7328013066225,40.9030827219588
1357,1,47.7395127623159,40.9081007314764
1358,1,47.7462161123405,40.9131126805615
1359,1,47.7529113664857,40.9181185765337
1360,1,47.7595985345293,40.9231184267035
1361,1,47.7662776262372,40.9281122383726
1362,1,47.7729486513634,40.9331000188339
1363,1,47.7796116196502,40.9380817753716
1364,1,47.7862665408281,40.943057515261
1365,1,47.7929134246161,40.9480272457686
1366,1,47.799552280721,40.9529909741521
1367,1,47.8061831188382,40.9579487076605
1368,1,47.8128059486514,40.9629004535341
1369,1,47.8194207798325,40.9678462190043
1370,1,47.8260276220416,40.9727860112939
1371,1,47.8326264849274,40.9777198376169
1372,1,47.8392173781268,40.9826477051786
1373,1,47.8458003112651,40.9875696211757
1374,1,47.8523752939559,40.9924855927961
1375,1,47.8589423358013,40.9973956272189
1376,1,47.8655014463917,41.0022997316148
1377,1,47.8720526353059,41.0071979131457
1378,1,47.8785959121114,41.0120901789649
1379,1,47.8851312863637,41.0169765362169
1380,1,47.8916587676072,41.0218569920377
1381,1,47.8981783653745,41.0267315535548
1382,1,47.9046900891867,41.0316002278868
1383,1,47.9111939485535,41.036463022144
1384,1,47.9176899529731,41.041319943428
1385,1,47.9241781119322,41.0461709988317
1386,1,47.9306584349061,41.0510161954395
1387,1,47.9371309313585,41.0558555403274
1388,1,47.9435956107418,41.0606890405627
1389,1,47.950052482497,41.0655167032042
1390,1,47.9565015560536,41.0703385353021
1391,1,47.9629428408299,41.0751545438983
1392,1,47.9693763462325,41.0799647360259
1393,1,47.975802081657,41.0847691187098
